URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change,Answer Engines,Top Keyword,Primary Intent,LLM Prompts
https://www.polln.com/library,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,polln review,Commercial,0
https://www.polln.com/faqs/how-do-i-know-if-im-eligible-for-a-prescription,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/library/what-prescription-natural-medicine-products-are-available-in-australia,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,google-ai,,,1
https://www.polln.com/location-faqs/can-i-drive-while-taking-medicinal-cannabis-in-tasmania,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,google,,,1
https://www.polln.com/location-faqs/is-medicinal-cannabis-legal-in-canberra,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,,medical cannabis canberra,Informational,0
https://www.polln.com/location-faqs/can-i-get-a-polln-consultation-consultation-in-regional-western-australia-f95f9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/terms-and-conditions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gemini,,,1
https://www.polln.com/code-of-conduct,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/library/how-prescription-natural-medicine-can-be-consumed,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,,polln review,Commercial,0
https://www.polln.com/free-discovery-call,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,,polln contact,Navigational,0
https://www.polln.com/faqs-section/shipping-and-pharmacy-dispensing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/location-faqs/medical-cannabis-in-alice-springs-is-it-legal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/faqs/is-my-polln-consultation-booked-into-my-timezone,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,polln dashboard,"Transactional, Navigational",0
https://www.polln.com/faqs/can-i-reschedule-my-consultation,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,polln dashboard,"Transactional, Navigational",0
https://www.polln.com/faqs/what-do-i-do-if-there-is-an-issue-with-my-delivery-or-treatment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/for-clinicians/work-with-polln,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,polln login,"Transactional, Navigational",0
https://www.polln.com/location-faqs/how-long-does-shipping-to-sydney-warrane-take,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/faqs/who-is-polln-for,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,google-ai,polln dashboard,Navigational,1
https://www.polln.com/library/everything-you-need-to-know-about-cannabis-terpenes,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"gemini, google, search-gpt",,,5
https://www.polln.com/faqs/how-much-does-medication-shipping-cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/faqs/do-i-need-to-use-a-vaporiser-and-can-i-buy-a-vaporiser-through-polln,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/faqs/can-i-bulk-bill-polln-services-through-medicare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/faqs/how-long-will-it-take-for-my-order-to-arrive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/switch,0,5,0,0,2,0,0,0,0,0,0,0,0,0,-1,google-ai,polln review,Commercial,2
https://www.polln.com/who-we-are,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,google-ai,,,1
https://www.polln.com/faqs/how-is-polln-different-from-a-regular-visit-to-the-doctor,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,google-ai,polln login,"Transactional, Navigational",1
https://www.polln.com/location-faqs/can-i-get-a-polln-consultation-in-the-gold-coast-a1892,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/location-faqs/can-i-get-a-polln-consultation-in-regional-victoria-f04d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://shop.polln.com/products/mighty-medic-1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,,might medic,Informational,0
https://www.polln.com/faqs/how-much-does-polln-cost,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/faqs-section/using-the-polln-platform,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,"google-ai, search-gpt",polln dashboard,Navigational,5
https://www.polln.com/location-faqs/can-i-drive-after-taking-medicinal-cannabis-treatments-in-brisbane,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/faqs/what-sort-of-practitioners-does-polln-connect-me-with,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,polln contact,Navigational,0
https://www.polln.com/faqs/how-do-i-store-my-medication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/locations/alice-springs,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/condition/mh-nursecall,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,polln contact,Navigational,0
https://www.polln.com/location-faqs/can-i-get-a-polln-consultation-in-regional-queensland-e1afa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/library/choosing-a-natural-medicine-clinic-in-australia-what-to-look-for-and-what-to-avoid,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,"gemini, google-ai, search-gpt",polln review,Commercial,65
https://www.polln.com/faqs/what-kind-of-consultation-do-i-need-to-book,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,search-gpt,,,1
https://www.polln.com/faqs-section/about-polln,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/faqs/can-i-travel-with-my-prescription-medications,0,37,0,0,0,4,0,0,0,0,0,0,0,0,0,,travel prescription medications,Informational,0
https://shop.polln.com/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://www.polln.com/privacy-policy,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,google-ai,polln contact,Navigational,1
https://www.polln.com/faqs/how-much-will-my-prescribed-treatments-cost,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,polln dashboard,"Transactional, Navigational",0
https://www.polln.com/for-clinicians/refer-your-patient,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,,polln contact,Navigational,0
https://www.polln.com/faqs/do-you-ship-anywhere-in-australia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
