Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
cander,12,4,590,16,2.42,https://www.candormedical.com/,4,0.03,9,0.25,1610000,"72, 48, 59, 48, 72, 88, 59, 59, 59, 48, 48, 72",2026-04-18 22:45:22,"Sitelinks, Image, Related searches, AI overview",informational,Organic
candor medical reviews,5,5,170,36,3.26,https://www.candormedical.com/faq,4,0.03,13,0.32,1530000,"53, 43, 43, 21, 100, 65, 81, 65, 43, 43, 53, 21",2026-03-11 18:10:12,"Knowledge panel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
medical marijuana online,7,6,140,50,0,https://www.candormedical.com/,4,0.03,0,0,226,"19, 19, 26, 26, 42, 26, 100, 100, 80, 65, 65, 42",2026-04-05 16:40:30,Video,commercial,Organic
candor medical review,10,10,70,28,3.26,http://www.candormedical.com/,3,0.02,9,0.32,0,"3, 12, 6, 6, 34, 15, 43, 65, 12, 12, 12, 6",2026-03-14 09:40:15,"Knowledge panel, Related searches","commercial, informational",Knowledge panel
online cbd prescription,6,6,90,50,20.86,https://www.candormedical.com/,3,0.02,62,0.88,0,"64, 50, 50, 50, 50, 64, 78, 64, 64, 78, 100, 64",2026-03-18 14:03:38,"Video, Related searches",commercial,Organic
candor sign in,2,2,140,17,0.51,https://www.candormedical.com/,3,0.02,1,0.08,100,"34, 53, 34, 53, 43, 53, 65, 43, 43, 28, 12, 12",2026-03-26 11:33:05,"Sitelinks, Related searches","navigational, transactional",Organic
candor medical contact number,10,10,110,27,1.72,http://www.candormedical.com/,3,0.02,5,0.33,0,"9, 9, 23, 52, 100, 100, 100, 80, 33, 33, 23, 19",2026-03-18 07:46:16,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Knowledge panel
medical weed doctor near me,6,6,110,34,89.03,https://www.candormedical.com/,3,0.02,267,0.08,132,"78, 100, 0, 100, 100, 100, 78, 78, 78, 78, 64, 100",2026-03-06 19:46:32,"Video, Related searches, AI overview",transactional,Organic
candormedical,10,10,110,46,1.63,http://www.candormedical.com/,3,0.02,4,0.58,7110000,"26, 26, 34, 34, 53, 42, 42, 53, 19, 100, 19, 26",2026-03-24 19:51:36,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Knowledge panel
condor medical,10,10,70,28,3.86,http://www.candormedical.com/,2,0.01,7,0.63,0,"78, 50, 64, 78, 78, 78, 50, 50, 50, 21, 21, 14",2026-03-19 06:50:16,"Knowledge panel, Sitelinks, Related searches",navigational,Knowledge panel
how to skip your period on the pill,7,7,140,41,0,https://www.candormedical.com/education/how-to-skip-your-period,2,0.01,0,0.01,56800000,"29, 35, 35, 35, 22, 22, 22, 22, 29, 29, 29, 29",2026-03-20 21:20:27,"Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
candors,1,1,70,60,2.42,https://www.candormedical.com/,2,0.01,4,0.25,15400000,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0",2026-04-01 04:40:52,"Instant answer, Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
candor medical review,6,6,70,28,3.26,https://www.candormedical.com/contact,2,0.01,6,0.32,0,"3, 12, 6, 6, 34, 15, 43, 65, 12, 12, 12, 6",2026-03-14 09:40:15,"Knowledge panel, Related searches","commercial, informational",Organic
how do you skip your period on the pill,6,11,110,45,0,https://www.candormedical.com/education/how-to-skip-your-period,2,0.01,0,0.01,182000000,"66, 66, 66, 66, 42, 42, 33, 42, 52, 52, 52, 66",2026-04-24 09:46:09,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
candor review,3,3,140,28,3.88,https://www.candormedical.com/,2,0.01,7,0.34,7380000,"42, 42, 42, 52, 100, 100, 100, 100, 52, 33, 33, 23",2026-03-13 20:15:05,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
australani,5,5,50,17,0.14,https://www.candormedical.com/,2,0.01,0,0.08,0,"14, 33, 52, 19, 14, 19, 23, 33, 19, 80, 4, 4",2026-03-18 01:59:17,"Video, Image, Related searches",informational,Organic
medical cannabis telehealth,5,5,70,33,0,https://www.candormedical.com/,2,0.01,0,0.33,0,"100, 27, 18, 27, 100, 18, 18, 18, 100, 45, 100, 81",2026-03-08 22:46:34,"Video, Related searches, AI overview",informational,Organic
how to skip your period with the pill,6,26,110,35,0,https://www.candormedical.com/education/how-to-skip-your-period,2,0.01,0,0.01,180000000,"64, 82, 64, 82, 52, 64, 41, 52, 82, 64, 64, 82",2026-04-24 22:55:04,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical marijuanas online,6,6,70,43,74.47,https://www.candormedical.com/,2,0.01,148,0.06,0,"15, 3, 21, 9, 6, 12, 21, 21, 21, 100, 21, 21",2026-03-19 04:04:07,Video,commercial,Organic
medical cannabis online australia,10,10,110,47,0,https://www.candormedical.com/,2,0.01,0,0,0,"33, 23, 33, 42, 33, 33, 80, 80, 80, 80, 100, 66",2026-03-19 05:54:15,"Video, Related searches",informational,Organic
candor sign in,3,3,140,17,0.51,https://www.candormedical.com/pricing-guide,2,0.01,1,0.08,100,"34, 53, 34, 53, 43, 53, 65, 43, 43, 28, 12, 12",2026-03-26 11:33:05,"Sitelinks, Related searches","navigational, transactional",Organic
medical weed online,6,6,70,49,0,https://www.candormedical.com/,2,0.01,0,0,225,"36, 27, 45, 45, 81, 81, 100, 100, 100, 81, 81, 45",2026-03-21 17:51:31,"Video, Related searches",commercial,Organic
medical cannabis australia online,1,1,390,48,0,https://www.candormedical.com/,2,0.01,0,0,23600000,"81, 54, 66, 54, 54, 44, 66, 81, 66, 81, 100, 66",2026-03-20 22:55:48,"Related searches, Discussions and forums, AI overview",informational,AI overview
candor app,2,2,110,28,0.61,https://www.candormedical.com/,2,0.01,1,0.21,142,"42, 52, 52, 66, 66, 66, 80, 66, 52, 33, 19, 33",2026-03-29 14:31:36,"Sitelinks, Related searches","navigational, transactional",Organic
candor promo code,5,5,50,7,4.45,https://www.candormedical.com/,2,0.01,8,0.18,53500,"33, 23, 42, 33, 33, 33, 19, 19, 9, 14, 9, 14",2026-04-18 10:43:33,"Sitelinks, Video, Related searches",transactional,Organic
telehealth alternative medicine,1,0,70,48,0,https://www.candormedical.com/,2,0.01,0,0,41900000,"55, 100",2026-04-14 21:34:56,"Video, People also ask, Related searches, AI overview",informational,AI overview
medical cannabis online consultation,5,0,50,46,0,https://www.candormedical.com/,2,0.01,0,0,10600000,"11, 11, 11, 22, 22, 22, 100, 100, 100, 77, 55, 77",2026-04-29 14:54:39,"Video, Image, Related searches",informational,Organic
dr deep bhangoo,8,8,70,13,2.7,https://www.candormedical.com/,1,0,2,0.16,12500,"9, 9, 9, 80, 52, 52, 9, 9, 9, 9, 100, 9",2026-03-09 21:15:34,"Image pack, Sitelinks, Related searches",informational,Organic
alt med,7,70,320,74,66.82,https://www.candormedical.com/,1,0,66,0.41,503000000,"66, 100, 15, 9, 36, 19, 23, 23, 54, 81, 36, 44",2026-04-08 15:52:58,"Sitelinks, Related searches, AI overview","informational, navigational",Organic
candor catalogue,2,2,50,18,2.69,https://app.candormedical.com/,1,0,2,0.52,319000,"29, 29, 100, 82, 29, 41, 17, 23, 11, 17, 11, 11",2026-03-24 18:54:03,"Image pack, Sitelinks, People also ask, Related searches","informational, transactional",Organic
how to get medical marijuanas card qld,24,25,720,45,47.77,https://www.candormedical.com/,1,0,47,0.81,121000,"66, 36, 54, 54, 41, 41, 7, 30, 5, 4, 20, 24",2026-04-08 05:12:42,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
online weed prescription,6,5,70,50,80.06,https://www.candormedical.com/,1,0,80,0.85,30400000,"100, 35, 50, 35, 50, 50, 64, 64, 64, 35, 35, 28",2026-04-08 23:38:55,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
online medical marijuana australia,7,0,70,47,0,https://www.candormedical.com/,1,0,0,0,9390000,"5, 5, 5, 5, 5, 11, 82, 100, 82, 52, 52, 41",2026-04-12 06:41:45,"Video, Related searches, AI overview",commercial,Organic
medical marijuanas nsw online,17,0,590,39,0,https://www.candormedical.com/,1,0,0,0,483000,"76, 36, 45, 55, 67, 67, 67, 55, 36, 36, 30, 24",2026-04-24 21:44:16,"Video, People also ask, Related searches, Ads middle, AI overview",informational,Organic
candor medical phone number,10,10,50,17,1.65,http://www.candormedical.com/,1,0,1,0.2,2800000,"18, 18, 27, 63, 100, 100, 63, 63, 18, 18, 18, 18",2026-04-28 05:49:08,"Knowledge panel, Video, People also ask, Related searches",navigational,Knowledge panel
medical marijuana prescription online,10,0,50,,0,https://www.candormedical.com/,1,0,0,0,207,"7, 7, 14, 7, 14, 14, 100, 100, 64, 35, 50, 14",2026-04-14 07:34:57,"Video, People also ask, Related searches",commercial,Organic
candor sign in,4,4,140,17,0.51,https://www.candormedical.com/contact,1,0,0,0.08,100,"34, 53, 34, 53, 43, 53, 65, 43, 43, 28, 12, 12",2026-03-26 11:33:05,"Sitelinks, Related searches","navigational, transactional",Organic
candor sign in,5,5,140,17,0.51,https://www.candormedical.com/treatments/alternative-therapy,1,0,0,0.08,100,"34, 53, 34, 53, 43, 53, 65, 43, 43, 28, 12, 12",2026-03-26 11:33:05,"Sitelinks, Related searches","navigational, transactional",Organic
candor sign in,7,7,140,17,0.51,https://www.candormedical.com/faq,1,0,0,0.08,100,"34, 53, 34, 53, 43, 53, 65, 43, 43, 28, 12, 12",2026-03-26 11:33:05,"Sitelinks, Related searches","navigational, transactional",Organic
canna telehealth,8,8,70,4,5.62,https://www.candormedical.com/,1,0,5,0.41,0,"36, 27, 100, 100, 100, 27, 63, 27, 81, 63, 63, 100",2026-03-09 18:52:00,"Video, Related searches",navigational,Organic
medical cannabis australia online,10,10,390,48,0,https://www.candormedical.com/,1,0,0,0,23600000,"81, 54, 66, 54, 54, 44, 66, 81, 66, 81, 100, 66",2026-03-20 22:55:48,"Related searches, Discussions and forums, AI overview",informational,Organic
candor app,5,5,110,28,0.61,https://www.candormedical.com/pricing-guide,1,0,0,0.21,142,"42, 52, 52, 66, 66, 66, 80, 66, 52, 33, 19, 33",2026-03-29 14:31:36,"Sitelinks, Related searches","navigational, transactional",Organic
medical weed,30,16,1600,71,0,https://www.candormedical.com/,1,0,0,0,79600000,"55, 44, 34, 34, 82, 65, 44, 44, 34, 100, 34, 34",2026-04-16 19:31:38,"Video, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
marijuana clinics,6,6,50,46,0,https://www.candormedical.com/,1,0,0,0,137,"2, 0, 0, 29, 29, 29, 29, 2, 0, 0, 0, 0",2026-03-11 19:54:27,"Video, Image, Related searches, AI overview",informational,Organic
cda clinic,3,14,90,29,4.48,https://www.candormedical.com/,1,0,4,0.22,5800000,"7, 5, 5, 5, 4, 3, 3, 2, 2, 2, 2, 1",2026-04-06 17:19:57,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
candor candor,1,0,70,49,0,https://www.candormedical.com/,1,0,0,0,11700000,"0, 0, 0, 0, 0, 0, 0, 100, 66, 4, 0, 2",2026-04-11 23:27:22,"Instant answer, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
candor promo code,9,7,50,7,4.45,https://www.candormedical.com/faq,1,0,4,0.18,53500,"33, 23, 42, 33, 33, 33, 19, 19, 9, 14, 9, 14",2026-04-18 10:43:33,"Sitelinks, Video, Related searches",transactional,Organic
online medical marijuanas doctor near me,6,6,50,55,0,https://www.candormedical.com/,1,0,0,0,0,"77, 44, 77, 44, 77, 11, 55, 77, 55, 55, 77, 77",2026-03-08 04:54:36,"Local pack, Video, Related searches","informational, transactional",Organic
online medical cannabis,8,0,50,47,0,https://www.candormedical.com/,1,0,0,0,113000000,"33, 44, 44, 11, 33, 33, 55, 100, 77, 100, 100, 100",2026-04-15 03:53:00,"Video, Related searches, Discussions and forums",commercial,Organic
candor medical australia,1,0,110,28,2.97,https://www.candormedical.com/faq,1,0,2,0.68,552000,"34, 34, 53, 100, 43, 34, 34, 28, 15, 15, 15, 15",2026-04-27 12:02:26,"Sitelinks, Video, People also ask, Related searches",navigational,People also ask
camdor,4,4,40,35,2.42,https://www.candormedical.com/terms-and-conditions,1,0,2,0.25,0,"7, 100, 3, 3, 3, 0, 53, 3, 7, 3, 3, 0",2026-03-14 09:34:21,"Video, Video Carousel, Related searches, See results about","informational, transactional",Organic
candor medical login,2,2,70,20,0.62,https://www.candormedical.com/,1,0,0,0.09,3640000,"41, 52, 41, 41, 41, 41, 64, 17, 11, 100, 52, 41",2026-04-26 16:53:28,"Sitelinks, Video, People also ask, Related searches","navigational, transactional",Organic
doctors weed,4,6,40,42,7.08,https://www.candormedical.com/,1,0,7,0.14,130,"18, 18, 18, 18, 18, 18, 100, 18, 18, 100, 18, 18",2026-04-19 11:50:06,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
medicinal cannabis telehealth,6,9,50,36,0,https://www.candormedical.com/,1,0,0,0.33,150,"100, 36, 18, 18, 100, 18, 36, 27, 100, 18, 100, 27",2026-04-01 09:16:40,"Video, Related searches, AI overview",informational,Organic
medical marijuanas qld online,12,12,210,41,0,https://www.candormedical.com/,1,0,0,0,187000,"67, 16, 13, 8, 3, 6, 13, 16, 13, 13, 16, 6",2026-03-29 10:18:49,"Video, Related searches, AI overview",informational,Organic
online medical marijuana,6,0,50,47,0,https://www.candormedical.com/,1,0,0,0,66800000,"33, 33, 33, 33, 33, 22, 55, 55, 100, 100, 100, 100",2026-04-14 12:41:11,"Video, Related searches, AI overview",commercial,Organic
buy marijuana online australia,20,20,110,28,0,https://www.candormedical.com/,0,0,0,0,0,"23, 23, 23, 23, 23, 23, 80, 66, 52, 66, 100, 66",2026-03-11 22:19:18,"Related searches, AI overview",informational,Organic
medical weed qld,14,14,210,54,51.89,https://www.candormedical.com/,0,0,0,0.84,481000,"100, 81, 81, 65, 65, 43, 53, 81, 81, 43, 28, 34",2026-03-07 16:32:06,"Sitelinks, Video, Image, Ads top, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
medical weed qld,40,14,210,54,51.89,https://www.candormedical.com/,0,0,0,0.84,481000,"100, 81, 81, 65, 65, 43, 53, 81, 81, 43, 28, 34",2026-03-07 16:32:06,"Sitelinks, Video, Image, Ads top, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
health pot,73,37,90,19,0.55,https://www.candormedical.com/,0,0,0,1,1030000000,"52, 33, 33, 33, 33, 52, 52, 66, 42, 52, 42, 66",2026-04-02 03:04:39,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
online weight loss prescription australia,42,42,260,7,11.27,https://www.candormedical.com/,0,0,0,0.99,28700000,"43, 54, 54, 8, 22, 6, 35, 81, 66, 81, 100, 81",2026-03-09 12:10:27,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
online contraception,79,79,50,9,2.72,https://www.candormedical.com/treatments/contraceptive-pill,0,0,0,0.88,133,"42, 0, 100, 57, 71, 71, 100, 71, 100, 100, 100, 57",2026-03-17 02:48:45,"Sitelinks, Video, Image, Related searches","commercial, informational",Organic
medical cannabis oil,43,41,140,40,0,https://www.candormedical.com/,0,0,0,0,417000000,"35, 35, 35, 35, 35, 35, 35, 28, 35, 35, 35, 35",2026-04-02 03:46:01,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
get the pill online,74,0,50,4,0,https://www.candormedical.com/treatments/contraceptive-pill,0,0,0,0,129,"50, 35, 35, 35, 21, 35, 50, 35, 28, 28, 35, 21",2026-04-03 23:12:33,"Sitelinks, Video, Related searches",transactional,Organic
dr.cbd,63,0,40,27,6.29,https://www.candormedical.com/,0,0,0,0.44,91400000,"63, 63, 0, 0, 0, 0, 0, 0, 100, 63, 63, 63",2026-04-15 16:23:48,"Video, Video Carousel","informational, transactional",Organic
dr.cbd,90,0,40,27,6.29,https://www.candormedical.com/,0,0,0,0.44,91400000,"63, 63, 0, 0, 0, 0, 0, 0, 100, 63, 63, 63",2026-04-15 16:23:48,"Video, Video Carousel","informational, transactional",Organic
medical marijuana consultation,4,0,50,49,0,https://www.candormedical.com/,0,0,0,0,11100000,"27, 18, 18, 18, 18, 36, 45, 63, 100, 81, 63, 81",2026-04-14 22:12:40,"Knowledge panel, Video, People also ask, Related searches",informational,People also ask
medical marijuana consultation,10,0,50,49,0,https://www.candormedical.com/,0,0,0,0,11100000,"27, 18, 18, 18, 18, 36, 45, 63, 100, 81, 63, 81",2026-04-14 22:12:40,"Knowledge panel, Video, People also ask, Related searches",informational,Organic
medical marijuana consultation,14,0,50,49,0,https://www.candormedical.com/,0,0,0,0,11100000,"27, 18, 18, 18, 18, 36, 45, 63, 100, 81, 63, 81",2026-04-14 22:12:40,"Knowledge panel, Video, People also ask, Related searches",informational,Organic
how do you skip a period on birth control pills,42,0,110,49,0,https://www.candormedical.com/education/how-to-skip-your-period,0,0,0,0.01,137,"11, 5, 11, 5, 82, 82, 64, 82, 100, 82, 64, 100",2026-04-24 09:23:40,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to skip a period on the pill,68,0,110,41,0,https://www.candormedical.com/education/how-to-skip-your-period,0,0,0,0.01,162000000,"15, 28, 21, 28, 43, 43, 43, 43, 34, 28, 34, 53",2026-04-26 01:48:16,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
cda clinics,12,0,590,27,4.6,https://www.candormedical.com/,0,0,0,0.41,94,"22, 20, 22, 29, 20, 16, 10, 10, 5, 4, 3, 2",2026-04-07 20:57:49,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
medical cannabis aus,61,0,50,57,0,https://www.candormedical.com/,0,0,0,0,43700000,"5, 1, 0, 1, 1, 8, 18, 15, 18, 18, 15, 15",2026-04-14 21:35:07,"Local pack, Video, Related searches, Discussions and forums, AI overview",informational,Organic
